dataset,partition,num_clients,seed,round,client_id,global_gtg_rob,gtg_rob_contribution,global_gtg_adv,gtg_adv_contribution,global_gtg_priv,gtg_priv_contribution,gtg_priv_abs_contribution,accuracy,precision,recall,f1,loss,gtg_loss_contribution,gtg_acc_contribution,global_gtg_loss,global_gtg_acc,acc_contribution
imdb,iid,20,42,2,6,0.8415319919586182,0.0,0.6908504962921143,0.0,0.9807555555555556,0.0,,0.5204,0.6640316205533597,0.0677146311970979,0.1228968544257498,0.6904266476631165,0.0,0.0,0.6904266476631165,0.5204,0.0
imdb,iid,20,42,2,7,0.8415319919586182,0.0,0.6908504962921143,0.0,0.9807555555555556,0.0,,0.5204,0.6640316205533597,0.0677146311970979,0.1228968544257498,0.6904266476631165,0.0,0.0,0.6904266476631165,0.5204,0.0
imdb,iid,20,42,2,8,0.8415319919586182,0.0,0.6908504962921143,0.0,0.9807555555555556,-0.0002042838018741,,0.5204,0.6640316205533597,0.0677146311970979,0.1228968544257498,0.6904266476631165,0.0,0.0,0.6904266476631165,0.5204,0.0
imdb,iid,20,42,2,9,0.8415319919586182,0.0,0.6908504962921143,0.0,0.9807555555555556,0.0,,0.5204,0.6640316205533597,0.0677146311970979,0.1228968544257498,0.6904266476631165,0.0,0.0,0.6904266476631165,0.5204,0.0
imdb,iid,20,42,2,10,0.8415319919586182,0.0,0.6908504962921143,0.0,0.9807555555555556,0.0,,0.5204,0.6640316205533597,0.0677146311970979,0.1228968544257498,0.6904266476631165,0.0,0.0,0.6904266476631165,0.5204,0.0
imdb,iid,20,42,2,11,0.8415319919586182,0.0,0.6908504962921143,0.0,0.9807555555555556,0.0,,0.5204,0.6640316205533597,0.0677146311970979,0.1228968544257498,0.6904266476631165,0.0,0.0,0.6904266476631165,0.5204,0.0
imdb,iid,20,42,2,12,0.8415319919586182,0.0,0.6908504962921143,0.0,0.9807555555555556,0.0,,0.5204,0.6640316205533597,0.0677146311970979,0.1228968544257498,0.6904266476631165,-7.427498406054928e-05,0.0,0.6904266476631165,0.5204,0.0
imdb,iid,20,42,2,13,0.8415319919586182,0.0,0.6908504962921143,0.0,0.9807555555555556,-0.0014258768406961,,0.5204,0.6640316205533597,0.0677146311970979,0.1228968544257498,0.6904266476631165,0.0,0.0,0.6904266476631165,0.5204,0.0
imdb,iid,20,42,2,14,0.8415319919586182,0.0,0.6908504962921143,0.0,0.9807555555555556,0.0,,0.5204,0.6640316205533597,0.0677146311970979,0.1228968544257498,0.6904266476631165,0.0,0.0,0.6904266476631165,0.5204,0.0
imdb,iid,20,42,2,15,0.8415319919586182,0.0,0.6908504962921143,0.0,0.9807555555555556,0.0,,0.5204,0.6640316205533597,0.0677146311970979,0.1228968544257498,0.6904266476631165,0.0,0.0,0.6904266476631165,0.5204,0.0
imdb,iid,20,42,2,16,0.8415319919586182,0.0,0.6908504962921143,0.0,0.9807555555555556,0.0,,0.5204,0.6640316205533597,0.0677146311970979,0.1228968544257498,0.6904266476631165,0.0,0.0,0.6904266476631165,0.5204,0.0
imdb,iid,20,42,2,17,0.8415319919586182,0.0,0.6908504962921143,0.0,0.9807555555555556,-0.0052215528781793,,0.5204,0.6640316205533597,0.0677146311970979,0.1228968544257498,0.6904266476631165,0.0,0.0,0.6904266476631165,0.5204,0.0
imdb,iid,20,42,2,18,0.8415319919586182,0.0,0.6908504962921143,0.0,0.9807555555555556,0.0,,0.5204,0.6640316205533597,0.0677146311970979,0.1228968544257498,0.6904266476631165,0.0,0.0,0.6904266476631165,0.5204,0.0
imdb,iid,20,42,2,19,0.8415319919586182,0.0116538163544475,0.6908504962921143,0.0399568657174494,0.9807555555555556,0.0,,0.5204,0.6640316205533597,0.0677146311970979,0.1228968544257498,0.6904266476631165,0.0,0.0,0.6904266476631165,0.5204,0.0
imdb,iid,20,42,3,0,0.8776099681854248,0.0,0.8153970241546631,0.0,0.8872666666666666,0.0007659898477157,,0.5152,0.8,0.0306328093510681,0.0590062111801242,0.6890340447425842,0.0,0.0005150442477876,0.6890340447425842,0.5152,0.0005150442477876
imdb,iid,20,42,3,1,0.8776099681854248,0.0,0.8153970241546631,0.0,0.8872666666666666,0.0006028012784357,,0.5152,0.8,0.0306328093510681,0.0590062111801242,0.6890340447425842,0.0,0.0,0.6890340447425842,0.5152,0.0
imdb,iid,20,42,3,2,0.8776099681854248,0.0,0.8153970241546631,0.0,0.8872666666666666,0.0,,0.5152,0.8,0.0306328093510681,0.0590062111801242,0.6890340447425842,0.0,0.0,0.6890340447425842,0.5152,0.0
imdb,iid,20,42,3,3,0.8776099681854248,0.0,0.8153970241546631,0.0,0.8872666666666666,-0.0005399887196841,,0.5152,0.8,0.0306328093510681,0.0590062111801242,0.6890340447425842,-9.595967975317263e-05,0.0,0.6890340447425842,0.5152,0.0
