dataset,partition,num_clients,seed,round,client_id,global_gtg_rob,gtg_rob_contribution,global_gtg_adv,gtg_adv_contribution,global_gtg_fair,gtg_fair_contribution,global_gtg_priv,gtg_priv_contribution,gtg_priv_abs_contribution,global_gtg_fair_eo,gtg_fair_eo_contribution,gtg_fair_eo_abs_contribution,accuracy,precision,recall,f1,loss,loss_contribution,acc_contribution,global_gtg_loss,global_gtg_acc
cifar,iid,20,123,10,0,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,0.0,0.0,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.0,1.387899398803711,0.499
cifar,iid,20,123,10,1,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0012385219177766,0.5992666666666666,0.0092557441458431,,0.9470926519097776,0.0005949322744855,0.0005949322744855,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.0,1.387899398803711,0.499
cifar,iid,20,123,10,2,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,0.0,0.0,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.0,1.387899398803711,0.499
cifar,iid,20,123,10,3,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,0.0013958438409659,0.0013958438409659,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.0,1.387899398803711,0.499
cifar,iid,20,123,10,4,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,-0.0010161054944361,0.0010161054944361,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.0,1.387899398803711,0.499
cifar,iid,20,123,10,5,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,0.0,0.0,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,-0.0212400534131505,0.005976510067114,1.387899398803711,0.499
cifar,iid,20,123,10,6,0.3749259710311889,0.017262362350117,0.0919446704637917,0.0,0.9936800572635696,4.549910691021148e-05,0.5992666666666666,0.0,,0.9470926519097776,0.0,0.0,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.0084463087248322,1.387899398803711,0.499
cifar,iid,20,123,10,7,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,0.0,0.0,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.0,1.387899398803711,0.499
cifar,iid,20,123,10,8,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0,0.5992666666666666,0.0,,0.9470926519097776,0.0,0.0,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.0,1.387899398803711,0.499
cifar,iid,20,123,10,9,0.3749259710311889,0.0,0.0919446704637917,0.0,0.9936800572635696,0.0008531737980677,0.5992666666666666,0.0,,0.9470926519097776,0.0,0.0,0.499,0.6248595943409491,0.503108743247599,0.4911887363477426,1.387899398803711,0.0,0.0,1.387899398803711,0.499
